,Created_at,Text,Clean Text,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas
47,2022-03-13 23:59:10+00:00,RT @NapoleonSantama: Un gran amigo que vive en España 🇪🇸 me acaba de enviar la factura de la gasolina por llenar el tanque de su vehículo.…, un gran amigo que vive en espa a    me acaba de enviar la factura de la gasolina por llenar el tanque de su veh culo  ,es,0,422,2013-06-12 22:35:34+00:00,170,False,9011,Quito,
49,2022-03-13 23:59:08+00:00,"RT @JimmyMark12: Pelucón mejora la gasolina extra o eco con ADITIVOS.
Mejor compre vitaminas para el cerebro y VOTE BIEN la próxima VEZ.
HO…", peluc n mejora la gasolina extra o eco con aditivos  mejor compre vitaminas para el cerebro y vote bien la pr xima vez  ho ,es,0,152,2012-10-07 00:18:10+00:00,31,False,48,,
51,2022-03-13 23:59:05+00:00,@Gingonvas Vi un reportaje que a partir de plástico reciclado se puede obtener gasolina.,  vi un reportaje que a partir de pl stico reciclado se puede obtener gasolina ,es,1,0,2010-10-22 02:19:38+00:00,710,False,62936,Ecuador,
53,2022-03-13 23:59:03+00:00,"RT @erickussalas: Mucho se discute sobre el precio de la gasolina en estos días. Sin embargo, ¿es cara la #gasolina o la percepción del pre…", mucho se discute sobre el precio de la gasolina en estos d as  sin embargo   es cara la  gasolina o la percepci n del pre ,es,0,200,2019-11-14 18:22:22+00:00,317,False,58410,,
54,2022-03-13 23:59:00+00:00,"RT @JulioSn46602305: Alquilé mi carro por 300 mil pesos, me dieron 30 mil para la gasolina, me entregaron 50 cajas de lechonas para reparti…", alquil  mi carro por 300 mil pesos  me dieron 30 mil para la gasolina  me entregaron 50 cajas de lechonas para reparti ,es,0,53,2019-08-31 13:05:28+00:00,148,False,7975,,
57,2022-03-13 23:58:55+00:00,"RT @arturomillan_: Para desplazarse a la Conferencia de Presidentes en La Palma, Sánchez y 9 ministros han usado 3 aviones.
Dos vicepreside…", para desplazarse a la conferencia de presidentes en la palma  s nchez y 9 ministros han usado 3 aviones  dos vicepreside ,es,0,3058,2020-08-12 07:59:20+00:00,7,False,2719,,
60,2022-03-13 23:58:52+00:00,"Los borregos que votan PSOE, seguirán creyendo que la subida de la luz y gasolina es culpa de Putin?
Ya no cuela!!!",los borregos que votan psoe  seguir n creyendo que la subida de la luz y gasolina es culpa de putin  ya no cuela   ,es,46,5,2017-10-15 00:18:55+00:00,16405,False,171668,"Madrid, España",
64,2022-03-13 23:58:47+00:00,"RT @Buscndo_lverdad: Escasez de fertilizantes, Inflación récord y aumento de gasolina en EEUU https://t.co/qGka3dAXFA", escasez de fertilizantes  inflaci n r cord y aumento de gasolina en eeuu  ,es,0,1,2011-11-27 21:35:11+00:00,2510,False,116992,"Reino de España, Madre Hispana",
66,2022-03-13 23:58:44+00:00,"RT @SinLinea_Mx: ¡Oilo! 🤣
Marko Cortés acusa a AMLO de no bajar el precio de la gasolina
Atentamente: Los que la subimos 🤡

https://t.co/pe…",  oilo    marko cort s acusa a amlo de no bajar el precio de la gasolina atentamente  los que la subimos     ,es,0,1106,2015-12-08 06:01:06+00:00,1718,False,23789,,
69,2022-03-13 23:58:38+00:00,"RT @Unbogo: @RoanaBuenavent1 @FelipeCalderon Entonces era refinería para gasolina,
no para tequila ?

Esa fue la confusión 🤭
Y entonces los…",     entonces era refiner a para gasolina  no para tequila    esa fue la confusi n   y entonces los ,es,0,3,2010-05-26 22:41:27+00:00,1521,False,42448,Mèxico,
72,2022-03-13 23:58:37+00:00,Ya hice mis calculos y voy a gastar &gt;350so en gasolina al mes cuando empiece el ciclo :(,ya hice mis calculos y voy a gastar  gt 350so en gasolina al mes cuando empiece el ciclo   ,es,1,0,2021-06-14 00:59:06+00:00,14,False,114,,
